CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
11210,MR.,EDWARD,Shane,6/8/1948,M,M,edward50@bmc-switzerland-com,"$70,000 ",4,Partial College,Professional,Y
11211,MRS.,SAMANTHA,Brandon,10/12/1949,M,F,samantha42@bmc-switzerland-com,"$40,000 ",2,High School,Professional,Y
11212,MRS.,CHLOE,Brandon,11/5/1949,M,F,chloe4@bmc-switzerland-com,"$40,000 ",2,High School,Professional,Y
11213,MRS.,STEPHANIE,Kendre,5/14/1949,S,F,stephanie11@bmc-switzerland-com,"$60,000 ",2,Partial College,Professional,Y
11214,MR.,CHARLES,Jamison,11/7/1949,S,M,charles9@bmc-switzerland-com,"$60,000 ",2,Partial College,Professional,Y
11215,MRS.,ANA,Robert,6/21/1950,M,F,ana7@bmc-switzerland-com,"$40,000 ",2,Partial High School,Skilled Manual,Y
11216,MRS.,JASMINE,Richard,5/20/1950,S,F,jasmine32@bmc-switzerland-com,"$60,000 ",2,Partial College,Professional,Y
11217,MRS.,NATALIE,Tyrel,2/11/1950,S,F,natalie58@bmc-switzerland-com,"$60,000 ",2,Partial College,Professional,Y
11218,MRS.,OLIVIA,Justin,9/11/1950,S,F,olivia4@bmc-switzerland-com,"$60,000 ",2,Partial College,Professional,N
11219,MR.,CHARLES,Enoch,12/2/1950,M,M,charles69@bmc-switzerland-com,"$60,000 ",2,High School,Professional,Y
11220,MRS.,ERICA,James,2/23/1950,M,F,erica5@bmc-switzerland-com,"$60,000 ",2,Partial College,Professional,Y
11221,MR.,NATHAN,Gary,6/10/1950,M,M,nathan3@bmc-switzerland-com,"$70,000 ",4,Partial College,Professional,Y
11222,MRS.,ALEXANDRA,Jason,8/17/1950,M,F,alexandra11@bmc-switzerland-com,"$80,000 ",3,Bachelors,Management,Y
11223,MRS.,HAILEY,Phillip,9/16/1951,S,F,hailey30@bmc-switzerland-com,"$70,000 ",2,High School,Professional,Y
11224,MRS.,TIFFANY,Christopher,9/6/1951,S,F,tiffany3@bmc-switzerland-com,"$70,000 ",2,High School,Professional,Y
11226,MRS.,SYDNEY,Denzel,9/27/1951,M,F,sydney26@bmc-switzerland-com,"$60,000 ",2,Partial College,Professional,Y
11227,MR.,MARSHALL,Devin,8/12/1951,S,M,marshall35@bmc-switzerland-com,"$60,000 ",2,Partial College,Professional,Y
11228,MRS.,ASHLEY,Walter,4/19/1951,M,F,ashley3@bmc-switzerland-com,"$60,000 ",2,Partial College,Professional,Y
11229,MR.,ADRIAN,Scott,12/3/1951,S,M,adrian21@bmc-switzerland-com,"$70,000 ",4,Partial College,Professional,Y
11230,MRS.,AMBER,Stephen,4/3/1951,M,F,amber4@bmc-switzerland-com,"$70,000 ",4,Partial College,Professional,N
11231,MR.,DENNIS,Nicholas,11/14/1952,M,M,dennis1@bmc-switzerland-com,"$60,000 ",2,High School,Professional,Y
11232,MRS.,HAILEY,Jeremy,9/27/1952,M,F,hailey38@bmc-switzerland-com,"$60,000 ",3,High School,Professional,N
11233,MR.,TODD,Victor,9/9/1952,M,M,todd5@bmc-switzerland-com,"$70,000 ",4,Partial College,Professional,Y
11234,,ANNA,Joseph,11/19/1952,S,NA,anna46@bmc-switzerland-com,"$70,000 ",4,Partial College,Professional,Y
11235,MR.,ANGEL,Deanne,2/8/1952,M,M,angel24@bmc-switzerland-com,"$70,000 ",4,Partial College,Professional,Y
11236,MR.,JEREMY,Adrian,3/5/1952,S,M,jeremy29@bmc-switzerland-com,"$70,000 ",5,Partial College,Professional,Y
11237,MR.,CLARENCE,Meagan,9/23/1958,S,M,clarence36@bmc-switzerland-com,"$140,000 ",2,Bachelors,Management,N
11238,MRS.,MAYRA,Harvey,8/10/1958,S,F,mayra9@bmc-switzerland-com,"$140,000 ",2,Bachelors,Management,N
11239,MRS.,LATOYA,Angelo,10/6/1958,M,F,latoya18@bmc-switzerland-com,"$140,000 ",2,Partial College,Professional,N
11240,MRS.,ANNE,Gary,12/11/1958,M,F,anne4@bmc-switzerland-com,"$160,000 ",2,Partial College,Professional,Y
11241,MRS.,LISA,Jamalis,10/11/1957,S,F,lisa24@bmc-switzerland-com,"$100,000 ",2,Partial College,Professional,Y
11242,MR.,LARRY,Adrian,11/11/1957,M,M,larry9@bmc-switzerland-com,"$110,000 ",2,Partial College,Professional,Y
11243,MRS.,ROBIN,Neil,10/9/1957,M,F,robin2@bmc-switzerland-com,"$150,000 ",2,Partial College,Professional,Y
11244,MRS.,ALEXIS,Byron,11/26/1957,S,F,alexis28@bmc-switzerland-com,"$170,000 ",2,Bachelors,Management,N
11245,MR.,RICKY,Robert,10/27/1956,M,M,ricky15@bmc-switzerland-com,"$120,000 ",3,High School,Professional,N
11247,MRS.,CLAUDIA,John,6/6/1956,S,F,claudia7@bmc-switzerland-com,"$140,000 ",3,Partial College,Professional,N
11248,MR.,TRISTAN,Brian,3/26/1955,M,M,tristan19@bmc-switzerland-com,"$110,000 ",3,Partial College,Professional,Y
11249,MRS.,CINDY,Jeremy,7/13/1955,M,F,cindy3@bmc-switzerland-com,"$140,000 ",3,Partial College,Professional,Y
11250,MRS.,SHANNON,Benjamin,3/12/1955,M,F,shannon4@bmc-switzerland-com,"$170,000 ",3,High School,Professional,Y
11251,MR.,XAVIER,Mya,7/4/1932,S,M,xavier51@bmc-switzerland-com,"$40,000 ",4,High School,Professional,N
11252,MR.,NICHOLAS,Robert,6/7/1932,S,M,nicholas16@bmc-switzerland-com,"$80,000 ",3,Graduate Degree,Management,Y
11253,MR.,JOSÉ,Shawn,2/28/1933,M,M,josé54@bmc-switzerland-com,"$60,000 ",2,Graduate Degree,Management,Y
11254,MR.,JOHNATHAN,Darrin,3/3/1933,M,M,johnathan5@bmc-switzerland-com,"$70,000 ",4,Graduate Degree,Management,Y
11255,MR.,COLIN,Eric,4/4/1933,M,M,colin8@bmc-switzerland-com,"$70,000 ",4,Graduate Degree,Management,Y
11256,MRS.,KATELYN,Aaron,9/20/1933,M,F,katelyn42@bmc-switzerland-com,"$70,000 ",4,Graduate Degree,Management,Y
11257,MRS.,JACQUELINE,Donald,1/6/1933,S,F,jacqueline9@bmc-switzerland-com,"$120,000 ",1,Graduate Degree,Management,Y
11258,MR.,XAVIER,Christopher,6/28/1933,M,M,xavier26@bmc-switzerland-com,"$120,000 ",1,Graduate Degree,Management,Y
11259,MRS.,VICTORIA,Justus,3/27/1965,M,F,victoria24@bmc-switzerland-com,"$100,000 ",4,Partial College,Professional,Y
11260,MRS.,KATELYN,Paul,4/12/1965,M,F,katelyn1@bmc-switzerland-com,"$110,000 ",2,Bachelors,Management,Y
11261,MRS.,STEPHANIE,Ethan,4/24/1965,M,F,stephanie52@bmc-switzerland-com,"$140,000 ",1,Graduate Degree,Management,Y
11262,MRS.,JENNIFER,Walter,5/4/1964,M,F,jennifer88@bmc-switzerland-com,"$80,000 ",4,Bachelors,Management,Y
11263,MRS.,TRINITY,Ken,9/11/1964,M,F,trinity9@bmc-switzerland-com,"$80,000 ",5,Partial College,Professional,Y
11264,MR.,EDUARDO,Richard,6/17/1964,S,M,eduardo13@bmc-switzerland-com,"$80,000 ",5,Partial College,Professional,N
11265,MRS.,ELIZABETH,Alexander,7/13/1964,M,F,elizabeth7@bmc-switzerland-com,"$80,000 ",5,Partial College,Professional,Y
11266,MS.,TAYLOR,Desmond,5/5/1964,S,F,taylor14@bmc-switzerland-com,"$80,000 ",0,Partial College,Professional,N
11267,MR.,DAVID,Tyrell,10/2/1964,S,M,david55@bmc-switzerland-com,"$120,000 ",4,Partial College,Professional,Y
11268,MRS.,KATELYN,Erick,5/3/1964,M,F,katelyn33@bmc-switzerland-com,"$140,000 ",2,Graduate Degree,Management,Y
11269,MR.,RYAN,Douglas,10/13/1964,M,M,ryan19@bmc-switzerland-com,"$140,000 ",2,Graduate Degree,Management,Y
11270,MR.,ROBERT,Dexter,5/4/1964,M,M,robert82@bmc-switzerland-com,"$140,000 ",2,Graduate Degree,Management,Y
11271,MRS.,DANIELLE,Roberto,6/5/1964,S,F,danielle23@bmc-switzerland-com,"$150,000 ",2,Bachelors,Management,N
11272,MRS.,LAUREN,Joseph,11/10/1956,S,F,lauren35@bmc-switzerland-com,"$70,000 ",4,Partial College,Professional,Y
11273,MR.,NATHAN,Gordon,10/1/1956,M,M,nathan26@bmc-switzerland-com,"$80,000 ",2,Partial College,Professional,Y
11274,MR.,KYLE,Don,4/12/1934,M,M,kyle11@bmc-switzerland-com,"$50,000 ",2,Graduate Degree,Management,Y
11275,MRS.,JENNY,Jess,1/18/1934,M,F,jenny40@bmc-switzerland-com,"$80,000 ",4,Graduate Degree,Management,Y
11276,MRS.,NANCY,Phillip,9/19/1963,M,F,nancy7@bmc-switzerland-com,"$80,000 ",4,Partial College,Professional,Y
11277,MR.,CHARLES,Mark,6/10/1963,M,M,charles15@bmc-switzerland-com,"$80,000 ",4,Partial College,Professional,Y
11278,MR.,JONATHAN,Angel,8/20/1963,S,M,jonathan35@bmc-switzerland-com,"$80,000 ",0,Partial College,Professional,N
11279,MS.,AMANDA,Richard,9/12/1963,M,F,amanda3@bmc-switzerland-com,"$80,000 ",0,Partial College,Professional,Y
11280,MR.,ROBERT,Donald,8/21/1963,M,M,robert45@bmc-switzerland-com,"$80,000 ",0,Partial College,Professional,Y
11281,MRS.,MEGAN,Mack,10/10/1963,S,F,megan53@bmc-switzerland-com,"$110,000 ",4,Bachelors,Management,Y
11282,MR.,CHRISTIAN,Richard,1/16/1962,M,M,christian46@bmc-switzerland-com,"$80,000 ",5,Partial College,Professional,Y
11283,MR.,ARTURO,Jason,10/26/1962,M,M,arturo33@bmc-switzerland-com,"$110,000 ",1,Bachelors,Management,Y
11284,MRS.,THERESA,Isaac,3/27/1962,M,F,theresa12@bmc-switzerland-com,"$110,000 ",1,Bachelors,Management,Y
11285,MR.,JEREMY,Colby,3/19/1962,M,M,jeremy2@bmc-switzerland-com,"$120,000 ",1,Partial College,Professional,N
11286,MR.,HUNTER,Christopher,3/3/1962,M,M,hunter16@bmc-switzerland-com,"$170,000 ",0,Graduate Degree,Management,Y
11287,MR.,HENRY,Tevin,1/16/1961,M,M,henry16@bmc-switzerland-com,"$70,000 ",5,Partial College,Professional,N
11288,MRS.,CINDY,Dante,9/16/1961,M,F,cindy19@bmc-switzerland-com,"$110,000 ",1,Bachelors,Management,Y
11289,MRS.,MARIA,Frank,3/7/1961,M,F,maria53@bmc-switzerland-com,"$140,000 ",1,Bachelors,Management,Y
11290,MRS.,KATELYN,Mark,8/18/1961,M,F,katelyn26@bmc-switzerland-com,"$140,000 ",1,Bachelors,Management,Y
11291,MRS.,JENNA,Stanley,5/5/1961,M,F,jenna19@bmc-switzerland-com,"$140,000 ",1,Bachelors,Management,Y
11292,MR.,SETH,Ernesto,11/5/1961,S,M,seth42@bmc-switzerland-com,"$150,000 ",1,Partial College,Professional,N
11293,MR.,LUKE,Rodolfo,5/27/1955,S,M,luke28@bmc-switzerland-com,"$60,000 ",2,High School,Professional,N
11294,MR.,DALTON,Jeffrey,9/3/1955,M,M,dalton18@bmc-switzerland-com,"$60,000 ",2,High School,Professional,N
11295,MRS.,TAYLOR,Elias,5/16/1954,S,F,taylor67@bmc-switzerland-com,"$80,000 ",2,Partial High School,Skilled Manual,Y
11296,MRS.,HALEY,Thaddeus,10/7/1935,S,F,haley10@bmc-switzerland-com,"$50,000 ",2,Graduate Degree,Management,Y
11297,MR.,NOAH,Erik,2/2/1935,S,M,noah2@bmc-switzerland-com,"$70,000 ",4,Graduate Degree,Management,Y
11298,MR.,JON,Grover,3/3/1935,M,M,jon46@bmc-switzerland-com,"$70,000 ",4,Graduate Degree,Management,Y
11299,MR.,ORLANDO,Michael,4/1/1936,M,M,orlando14@bmc-switzerland-com,"$70,000 ",4,Graduate Degree,Management,Y
11300,MR.,FERNANDO,Dana,3/3/1960,M,M,fernando47@bmc-switzerland-com,"$80,000 ",5,Partial College,Professional,N
11301,MR.,CAMERON,Santos,6/9/1960,M,M,cameron38@bmc-switzerland-com,"$80,000 ",5,Partial College,Professional,Y
11302,MR.,SPENCER,Daniel,12/12/1960,S,M,spencer22@bmc-switzerland-com,"$80,000 ",4,High School,Professional,N
11303,MRS.,JULIA,Kimber,10/11/1960,S,F,julia72@bmc-switzerland-com,"$80,000 ",4,High School,Professional,N
11304,MS.,JULIA,Luis,3/17/1960,M,F,julia38@bmc-switzerland-com,"$100,000 ",0,Partial College,Professional,Y
11305,MR.,SEAN,Daniel,6/19/1960,M,M,sean31@bmc-switzerland-com,"$110,000 ",3,Partial College,Professional,N
11306,MR.,MICAH,William,6/22/1960,M,M,micah19@bmc-switzerland-com,"$110,000 ",3,Partial College,Professional,N
11307,MR.,HUNTER,Carlos,11/4/1954,M,M,hunter53@bmc-switzerland-com,"$80,000 ",2,Partial High School,Skilled Manual,Y
11308,MR.,IAN,Jonathan,3/5/1954,M,M,ian57@bmc-switzerland-com,"$60,000 ",2,High School,Professional,N
11309,MRS.,VICTORIA,Reginald,6/12/1954,S,F,victoria20@bmc-switzerland-com,"$60,000 ",2,High School,Professional,Y
11310,MRS.,ERIN,Lue,7/9/1953,S,F,erin7@bmc-switzerland-com,"$70,000 ",3,Graduate Degree,Management,Y
11311,MRS.,GABRIELLE,Andrew,8/24/1953,S,F,gabrielle63@bmc-switzerland-com,"$70,000 ",3,Graduate Degree,Management,N
11312,MRS.,SARA,Joseph,4/3/1953,S,F,sara10@bmc-switzerland-com,"$70,000 ",3,Graduate Degree,Management,Y
11313,MR.,TREVOR,Hector,2/27/1953,S,M,trevor6@bmc-switzerland-com,"$70,000 ",3,Graduate Degree,Management,Y
11315,MRS.,HAILEY,Karen,10/1/1953,S,F,hailey12@bmc-switzerland-com,"$70,000 ",3,Graduate Degree,Management,N
11316,MR.,LUKE,Mark,11/17/1953,M,M,luke52@bmc-switzerland-com,"$60,000 ",3,Graduate Degree,Management,Y
11317,MRS.,VICTORIA,Gary,9/17/1952,S,F,victoria66@bmc-switzerland-com,"$40,000 ",3,Partial College,Professional,N
11318,MRS.,JESSICA,Todd,10/26/1952,S,F,jessica54@bmc-switzerland-com,"$40,000 ",3,Partial College,Professional,N
11319,MRS.,JADE,Brandon,4/27/1937,M,F,jade13@bmc-switzerland-com,"$70,000 ",4,Graduate Degree,Management,N
11320,MRS.,MORGAN,David,6/26/1937,M,F,morgan19@bmc-switzerland-com,"$80,000 ",4,Graduate Degree,Management,Y
11321,MR.,TERRANCE,Daniel,7/8/1938,M,M,terrance9@bmc-switzerland-com,"$80,000 ",5,Bachelors,Management,Y
11322,MRS.,SYDNEY,Billy,3/15/1938,M,F,sydney78@bmc-switzerland-com,"$80,000 ",5,Bachelors,Management,Y
11323,MR.,JOSE,Albert,6/20/1938,S,M,jose33@bmc-switzerland-com,"$120,000 ",2,Graduate Degree,Management,Y
11324,MR.,ZACHARY,Dean,5/14/1939,M,M,zachary39@bmc-switzerland-com,"$80,000 ",5,Bachelors,Management,Y
11325,MR.,ELIJAH,Terrance,7/2/1939,S,M,elijah7@bmc-switzerland-com,"$80,000 ",5,Bachelors,Management,Y
11326,MR.,RAFAEL,David,6/26/1939,M,M,rafael26@bmc-switzerland-com,"$140,000 ",2,Bachelors,Management,Y
11327,MR.,JAIME,Jared,3/4/1940,M,M,jaime48@bmc-switzerland-com,"$80,000 ",5,Bachelors,Management,Y
11328,MR.,JULIAN,Joshua,1/1/1940,M,M,julian20@bmc-switzerland-com,"$80,000 ",5,Bachelors,Management,Y
11329,MR.,ANDY,Andrew,7/25/1940,S,M,andy9@bmc-switzerland-com,"$80,000 ",5,Bachelors,Management,Y
11330,MR.,RYAN,Joshua,5/13/1940,M,M,ryan38@bmc-switzerland-com,"$110,000 ",2,Graduate Degree,Management,Y
11331,MRS.,SAMANTHA,Luis,7/6/1968,M,F,samantha32@bmc-switzerland-com,"$80,000 ",4,Partial College,Skilled Manual,Y
11332,MRS.,DEANNA,Alexia,10/4/1962,S,F,deanna44@bmc-switzerland-com,"$10,000 ",1,Graduate Degree,Manual,Y
11333,MRS.,EMILY,Jeffrey,7/10/1962,M,F,emily6@bmc-switzerland-com,"$20,000 ",1,Graduate Degree,Clerical,Y
11334,MRS.,NICOLE,John,3/22/1961,M,F,nicole4@bmc-switzerland-com,"$10,000 ",1,Bachelors,Manual,Y
11335,MRS.,CARLA,Fridoon,6/24/1961,M,F,carla14@bmc-switzerland-com,"$10,000 ",1,Bachelors,Manual,Y
11336,MR.,SHAUN,Erick,3/12/1962,M,M,shaun21@bmc-switzerland-com,"$20,000 ",1,Graduate Degree,Clerical,Y
11337,MR.,JEROME,Kenneth,9/21/1961,M,M,jerome7@bmc-switzerland-com,"$10,000 ",1,Bachelors,Manual,Y
11338,MR.,FRANK,Kevin,8/10/1961,M,M,frank17@bmc-switzerland-com,"$20,000 ",1,Graduate Degree,Clerical,Y
11339,MR.,DENNIS,Elton,7/8/1961,S,M,dennis25@bmc-switzerland-com,"$20,000 ",1,Graduate Degree,Clerical,Y
11340,MRS.,MELODY,Nadir,4/6/1936,M,F,melody8@bmc-switzerland-com,"$10,000 ",1,Graduate Degree,Clerical,Y
11341,MR.,RANDY,Billy,8/21/1936,M,M,randy24@bmc-switzerland-com,"$20,000 ",1,Graduate Degree,Clerical,Y
11342,MR.,MARSHALL,Michael,3/11/1962,M,M,marshall0@bmc-switzerland-com,"$40,000 ",5,Graduate Degree,Clerical,Y
11343,MR.,ARTHUR,Roark,9/13/1958,M,M,arthur41@bmc-switzerland-com,"$10,000 ",1,Bachelors,Manual,Y
11344,MRS.,JESSIE,Brendon,7/24/1957,M,F,jessie3@bmc-switzerland-com,"$10,000 ",1,Partial College,Manual,Y
11345,MRS.,ROBIN,Thong,3/12/1957,S,F,robin13@bmc-switzerland-com,"$10,000 ",1,Partial College,Manual,Y
11346,MRS.,DEANNA,Robert,5/22/1955,S,F,deanna37@bmc-switzerland-com,"$10,000 ",2,Partial College,Manual,Y
11347,MR.,ROY,David,12/23/1955,M,M,roy30@bmc-switzerland-com,"$10,000 ",2,Partial College,Manual,Y
11348,MR.,SHAWN,Joseph,9/22/1955,M,M,shawn19@bmc-switzerland-com,"$10,000 ",2,Partial College,Manual,Y
11349,MRS.,MINDY,Michael,9/3/1954,M,F,mindy10@bmc-switzerland-com,"$10,000 ",2,Partial College,Manual,Y
11350,MRS.,CARA,Nephi,1/14/1937,M,F,cara5@bmc-switzerland-com,"$40,000 ",1,Graduate Degree,Clerical,Y
11351,MRS.,ANNE,Shaun,4/6/1939,S,F,anne19@bmc-switzerland-com,"$20,000 ",1,Bachelors,Clerical,Y
11352,MR.,RAYMOND,David,3/7/1940,M,M,raymond20@bmc-switzerland-com,"$10,000 ",2,Partial College,Manual,Y
11353,MRS.,CARRIE,Dedrick,6/11/1941,S,F,carrie19@bmc-switzerland-com,"$40,000 ",1,Bachelors,Clerical,Y
11354,MRS.,DEANNA,Sam,2/23/1942,M,F,deanna45@bmc-switzerland-com,"$20,000 ",1,Partial College,Manual,Y
11355,MR.,ROBERTO,Stephen,12/28/1942,M,M,roberto11@bmc-switzerland-com,"$40,000 ",1,Graduate Degree,Clerical,Y
11356,MR.,TERRENCE,Lionel,5/27/1980,S,M,terrence15@bmc-switzerland-com,"$10,000 ",0,Partial College,Manual,N
11357,MR.,RAMON,Kelvin,3/23/1979,S,M,ramon9@bmc-switzerland-com,"$10,000 ",0,Partial College,Manual,N
11358,MS.,CYNTHIA,Justin,11/11/1978,S,F,cynthia9@bmc-switzerland-com,"$10,000 ",0,Partial College,Manual,N
11359,MR.,JARROD,D'Angelo,9/4/1978,S,M,jarrod9@bmc-switzerland-com,"$10,000 ",0,Partial College,Manual,N
11360,MR.,TYRONE,Alec,8/2/1978,S,M,tyrone15@bmc-switzerland-com,"$10,000 ",0,Partial College,Manual,Y
11361,MS.,CINDY,Bruce,4/28/1977,M,F,cindy22@bmc-switzerland-com,"$10,000 ",0,High School,Manual,Y
11362,MR.,DAMIEN,Sean,11/11/1977,M,M,damien26@bmc-switzerland-com,"$10,000 ",0,High School,Manual,N
11363,MR.,JULIAN,Cary,10/20/1977,S,M,julian5@bmc-switzerland-com,"$10,000 ",0,High School,Manual,N
11365,MRS.,BRITTNEY,Mark,6/9/1979,S,F,brittney12@bmc-switzerland-com,"$10,000 ",1,High School,Manual,N
11366,MS.,VIRGINIA,Matt,10/25/1979,M,F,virginia4@bmc-switzerland-com,"$20,000 ",0,Bachelors,Clerical,Y
11367,MR.,CALVIN,Ronell,2/22/1979,M,M,calvin15@bmc-switzerland-com,"$20,000 ",0,Bachelors,Clerical,Y
11368,MR.,EDWARD,Dennis,11/25/1978,S,M,edward28@bmc-switzerland-com,"$10,000 ",1,High School,Manual,N
11369,MS.,ASHLEE,Austin,8/4/1978,M,F,ashlee11@bmc-switzerland-com,"$20,000 ",0,Bachelors,Clerical,N
11370,MS.,ALICIA,Timothy,4/1/1978,M,F,alicia3@bmc-switzerland-com,"$20,000 ",0,Bachelors,Clerical,Y
11371,MS.,LACEY,Alfredo,5/27/1978,M,F,lacey1@bmc-switzerland-com,"$20,000 ",0,Bachelors,Clerical,Y
11372,MS.,WENDY,Jonathan,5/15/1978,S,F,wendy8@bmc-switzerland-com,"$20,000 ",0,Bachelors,Clerical,Y
11373,MRS.,CARLY,David,9/20/1943,M,F,carly5@bmc-switzerland-com,"$40,000 ",1,Bachelors,Clerical,Y
11374,MR.,JIMMY,Anthony,6/28/1943,S,M,jimmy26@bmc-switzerland-com,"$40,000 ",1,Bachelors,Clerical,Y
11375,MR.,FRANCISCO,Chrislon,5/9/1943,M,M,francisco19@bmc-switzerland-com,"$40,000 ",1,Bachelors,Clerical,Y
11376,MR.,LANCE,Marcus,6/10/1943,S,M,lance14@bmc-switzerland-com,"$40,000 ",1,Graduate Degree,Clerical,Y
11377,MR.,DAVID,Jonathan,2/23/1961,M,M,david22@bmc-switzerland-com,"$40,000 ",4,Graduate Degree,Clerical,Y
11378,MRS.,SHANNON,Nikki,5/22/1960,S,F,shannon15@bmc-switzerland-com,"$10,000 ",1,High School,Manual,N
11379,MR.,GARY,David,11/18/1959,M,M,gary25@bmc-switzerland-com,"$10,000 ",1,High School,Manual,Y
11380,MR.,MITCHELL,Javoris,3/2/1959,S,M,mitchell7@bmc-switzerland-com,"$20,000 ",2,Partial College,Manual,Y
11381,MRS.,MEREDITH,James,8/22/1959,M,F,meredith11@bmc-switzerland-com,"$20,000 ",2,Partial College,Manual,Y
11382,MR.,EDWARD,Elvin,1/19/1958,M,M,edward59@bmc-switzerland-com,"$20,000 ",2,Partial College,Manual,Y
11384,MRS.,TIFFANY,Jerome,10/16/1960,M,F,tiffany1@bmc-switzerland-com,"$40,000 ",3,Bachelors,Clerical,Y
11385,MR.,MIGUEL,Michael,8/11/1960,S,M,miguel24@bmc-switzerland-com,"$40,000 ",3,Bachelors,Clerical,Y
11387,MRS.,MEGAN,James,6/2/1959,S,F,megan44@bmc-switzerland-com,"$40,000 ",3,Graduate Degree,Clerical,Y
11388,MR.,JOSEPH,Eric,7/24/1959,M,M,joseph21@bmc-switzerland-com,"$40,000 ",3,Graduate Degree,Clerical,Y
11389,MR.,KARL,Caso,4/24/1970,S,M,karl11@bmc-switzerland-com,"$10,000 ",1,High School,Manual,N
11390,MRS.,CHRISTINE,Cassandra,10/19/1970,S,F,christine16@bmc-switzerland-com,"$10,000 ",1,High School,Manual,N
11391,MRS.,LINDSAY,Anthony,12/27/1970,S,F,lindsay3@bmc-switzerland-com,"$10,000 ",2,High School,Manual,Y
11392,MR.,WILLIE,Dalton,2/7/1970,S,M,willie8@bmc-switzerland-com,"$10,000 ",2,High School,Manual,Y
11393,MR.,KURT,Jessie,1/17/1969,S,M,kurt12@bmc-switzerland-com,"$10,000 ",2,High School,Manual,Y
11394,MR.,GEORGE,Millard,10/23/1969,S,M,george13@bmc-switzerland-com,"$10,000 ",2,High School,Manual,Y
11395,MS.,BETH,Scott,10/18/1970,S,F,beth13@bmc-switzerland-com,"$40,000 ",0,Bachelors,Clerical,Y
11396,MR.,IAN,Garrett,10/5/1969,M,M,ian27@bmc-switzerland-com,"$10,000 ",2,High School,Manual,N
11397,MS.,LATOYA,Harry,6/4/1969,S,F,latoya9@bmc-switzerland-com,"$20,000 ",0,Partial College,Manual,N
11398,MR.,COLIN,Feras,9/9/1969,S,M,colin41@bmc-switzerland-com,"$40,000 ",0,Bachelors,Clerical,Y
11399,MRS.,BRENDA,Simon,8/4/1969,S,F,brenda17@bmc-switzerland-com,"$40,000 ",1,Bachelors,Clerical,Y
11400,MR.,FRANKLIN,Darrell,4/19/1969,S,M,franklin38@bmc-switzerland-com,"$40,000 ",0,Graduate Degree,Clerical,Y
11401,MS.,LINDA,James,8/26/1969,M,F,linda25@bmc-switzerland-com,"$40,000 ",0,Graduate Degree,Clerical,Y
11402,MS.,KELLI,Kenneth,11/20/1969,M,F,kelli21@bmc-switzerland-com,"$40,000 ",0,Graduate Degree,Clerical,Y
11403,MS.,NANCY,Kyle,1/9/1969,S,F,nancy13@bmc-switzerland-com,"$40,000 ",0,Graduate Degree,Clerical,Y
11404,MRS.,MEGAN,Kevin,1/1/1952,S,F,megan12@bmc-switzerland-com,"$10,000 ",3,Partial College,Manual,N
11405,MRS.,BONNIE,Nehemiah,2/17/1952,S,F,bonnie25@bmc-switzerland-com,"$10,000 ",3,Partial College,Manual,N
11406,MRS.,LATOYA,Robert,7/3/1952,M,F,latoya4@bmc-switzerland-com,"$20,000 ",2,Partial College,Manual,Y
11407,MR.,MARIO,Ebin,4/2/1952,M,M,mario0@bmc-switzerland-com,"$20,000 ",2,Partial College,Manual,Y
11408,MR.,DARREN,Alexander,5/14/1953,M,M,darren36@bmc-switzerland-com,"$10,000 ",2,High School,Manual,N
11409,MRS.,JACQUELINE,James,3/5/1968,S,F,jacqueline23@bmc-switzerland-com,"$10,000 ",2,High School,Manual,Y
11410,MR.,MAURICE,James,8/25/1968,M,M,maurice20@bmc-switzerland-com,"$20,000 ",1,Partial College,Manual,Y
11411,MR.,DEVIN,Joseph,2/12/1954,M,M,devin69@bmc-switzerland-com,"$80,000 ",3,Partial College,Professional,N
11412,MRS.,SYDNEY,Usaamah,4/9/1954,S,F,sydney40@bmc-switzerland-com,"$80,000 ",4,Partial College,Professional,Y
11413,MRS.,MEGAN,Kamal,4/15/1954,M,F,megan27@bmc-switzerland-com,"$80,000 ",4,Partial College,Professional,N
11414,MR.,IAN,Miguel,3/18/1954,S,M,ian76@bmc-switzerland-com,"$80,000 ",4,Partial College,Professional,Y
11415,MR.,RANDY,Edelmiro,6/5/1944,S,M,randy25@bmc-switzerland-com,"$80,000 ",5,Partial College,Professional,N
11416,MRS.,KATRINA,Ronald,3/19/1945,M,F,katrina19@bmc-switzerland-com,"$60,000 ",3,Partial High School,Skilled Manual,Y
11417,MRS.,LACEY,Lorenzo,2/26/1945,M,F,lacey32@bmc-switzerland-com,"$70,000 ",5,High School,Professional,Y
11418,MR.,RAFAEL,Rudy,2/9/1945,S,M,rafael20@bmc-switzerland-com,"$80,000 ",5,Partial College,Professional,N
11419,MR.,KYLE,Jesus,2/18/1945,M,M,kyle43@bmc-switzerland-com,"$150,000 ",3,Graduate Degree,Management,Y
11420,MR.,JORDAN,Christie,7/12/1946,M,M,jordan59@bmc-switzerland-com,"$100,000 ",2,Bachelors,Management,Y
11421,MRS.,AMY,James,7/19/1946,M,F,amy19@bmc-switzerland-com,"$110,000 ",3,Bachelors,Management,Y
11422,MR.,DUSTIN,Alejandro,9/1/1946,M,M,dustin1@bmc-switzerland-com,"$170,000 ",4,Bachelors,Management,Y
